#Run;Collection date;AST phenotypes;Isolate;Location;Isolation source
SRR4065651;2014;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=S,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=I,colistin=ND,doripenem=S,ertapenem=S,gentamicin=S,imipenem=S,levofloxacin=S,meropenem=S,piperacillin-tazobactam=I,polymyxin B=ND,tetracycline=S,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT000145828.4;USA;blood
SRR4065652;2014;amikacin=I,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,colistin=ND,doripenem=R,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=R,meropenem=R,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=I,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000145829.5;USA;urine
SRR4065653;2014;amikacin=I,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,colistin=ND,doripenem=R,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=R,meropenem=R,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=S;PDT000145830.5;USA;urine
SRR4065663;2014;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,colistin=ND,doripenem=R,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=R,meropenem=R,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=S,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=S;PDT000145832.5;USA;urine
SRR4065664;2014;amikacin=S,amoxicillin-clavulanic acid=S,ampicillin=I,aztreonam=S,cefazolin=S,cefepime=S,cefotaxime-clavulanic acid=ND,cefotaxime=S,cefoxitin=S,ceftazidime-clavulanic acid=ND,ceftazidime=S,ceftriaxone=S,ciprofloxacin=S,colistin=ND,doripenem=S,ertapenem=S,gentamicin=S,imipenem=S,levofloxacin=S,meropenem=S,piperacillin-tazobactam=S,tetracycline=S,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT000145833.5;USA;urine
SRR4065667;2014;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=S,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=I,colistin=ND,doripenem=I,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=S,meropenem=I,piperacillin-tazobactam=I,polymyxin B=ND,tetracycline=S,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT000145836.4;USA;urine
SRR4065668;2014;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,colistin=ND,doripenem=R,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=R,meropenem=R,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=S,tigecycline=S,tobramycin=I,trimethoprim-sulfamethoxazole=S;PDT000145837.5;USA;urine
SRR4065670;2014;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=S,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,colistin=ND,doripenem=R,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=S,meropenem=I,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=R,tigecycline=I,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT000145839.9;USA;urine
SRR4065671;2014;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=S,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,colistin=ND,doripenem=S,ertapenem=R,gentamicin=S,imipenem=I,levofloxacin=S,meropenem=S,piperacillin-tazobactam=I,polymyxin B=ND,tetracycline=R,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT000145840.4;USA;urine
SRR4065673;2014;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=S,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,colistin=ND,doripenem=S,ertapenem=R,gentamicin=S,imipenem=S,levofloxacin=S,meropenem=S,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=S,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT000145842.9;USA;urine
SRR4065678;2014;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,colistin=ND,doripenem=R,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=R,meropenem=R,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=R,tigecycline=R,tobramycin=I,trimethoprim-sulfamethoxazole=R;PDT000145847.5;USA;urine
SRR4065679;2014;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=S,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,colistin=ND,doripenem=R,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=S,meropenem=R,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=R,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=R;PDT000145848.5;USA;urine
SRR4065680;2014;amikacin=I,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,colistin=ND,doripenem=R,ertapenem=R,gentamicin=R,imipenem=R,levofloxacin=R,meropenem=R,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=I,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000145849.5;USA;urine
SRR4065689;2014;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=I,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,colistin=ND,doripenem=I,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=I,meropenem=R,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=S,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT000145850.5;USA;blood
SRR4065698;2014;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=S,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,colistin=ND,doripenem=I,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=R,meropenem=I,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=S,tigecycline=S,tobramycin=I,trimethoprim-sulfamethoxazole=R;PDT000145851.5;USA;urine
SRR4065699;2014;amikacin=I,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=I,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,colistin=ND,doripenem=R,ertapenem=R,gentamicin=R,imipenem=R,levofloxacin=R,meropenem=R,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=I,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000145852.5;USA;urine
SRR4065700;2014;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=I,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,colistin=ND,doripenem=R,ertapenem=R,gentamicin=R,imipenem=R,levofloxacin=R,meropenem=R,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=I,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000145853.5;USA;urine
SRR4065702;2014;amikacin=I,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,colistin=ND,doripenem=R,ertapenem=R,gentamicin=R,imipenem=R,levofloxacin=R,meropenem=R,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=S,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000145855.5;USA;urine
SRR4065707;2014;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=I,cefazolin=R,cefepime=S,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,colistin=ND,doripenem=S,ertapenem=S,gentamicin=S,imipenem=S,levofloxacin=S,meropenem=S,piperacillin-tazobactam=I,polymyxin B=ND,tetracycline=S,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT000145881.4;USA;urine
SRR4069213;2014;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=S,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,colistin=ND,doripenem=S,ertapenem=S,gentamicin=S,imipenem=S,levofloxacin=S,meropenem=S,piperacillin-tazobactam=I,polymyxin B=ND,tetracycline=S,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT000145884.4;USA;urine
SRR4069215;2014;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=S,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,colistin=ND,doripenem=S,ertapenem=S,gentamicin=S,imipenem=S,levofloxacin=S,meropenem=S,piperacillin-tazobactam=I,polymyxin B=ND,tetracycline=S,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT000145886.2;USA;urine
SRR4069216;2014;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=S,cefazolin=R,cefepime=S,cefotaxime-clavulanic acid=ND,cefotaxime=S,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=S,ceftriaxone=S,ciprofloxacin=S,colistin=ND,doripenem=S,ertapenem=S,gentamicin=S,imipenem=S,levofloxacin=S,meropenem=S,piperacillin-tazobactam=S,polymyxin B=ND,tetracycline=S,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT000145887.4;USA;urine
SRR5385636;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000874696.1;USA: Houston;urine
SRR5385962;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=S;PDT000875021.1;USA: Houston;urine
SRR5385968;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875027.1;USA: Houston;respiratory
SRR5385969;2014;ceftazidime=R,ceftriaxone=I,piperacillin-tazobactam=S;PDT000875028.1;USA: Houston;urine
SRR5385980;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875039.1;USA: Houston;urine
SRR5385985;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875044.1;USA: Houston;urine
SRR5385991;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=S;PDT000875050.1;USA: Houston;respiratory
SRR5385999;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875058.1;USA: Houston;urine
SRR5386004;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875063.1;USA: Houston;respiratory
SRR5386006;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=S;PDT000875065.1;USA: Houston;respiratory
SRR5386039;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=I;PDT000875081.1;USA: Houston;urine
SRR5386082;2014;ceftazidime=I,ceftriaxone=I,piperacillin-tazobactam=S;PDT000875122.1;USA: Houston;urine
SRR5386099;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=S;PDT000875139.1;USA: Houston;urine
SRR5386101;2014;ceftazidime=S,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875141.1;USA: Houston;urine
SRR5386102;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875142.1;USA: Houston;urine
SRR5386111;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=S;PDT000875151.1;USA: Houston;urine
SRR5386112;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875152.1;USA: Houston;bile
SRR5386114;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875154.1;USA: Houston;urine
SRR5386122;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=I;PDT000875162.1;USA: Houston;urine
SRR5386123;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875163.1;USA: Houston;ULCER
SRR5386141;2014;ceftazidime=I,ceftriaxone=I,piperacillin-tazobactam=R;PDT000875223.1;USA: Houston;urine
SRR5386142;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875224.1;USA: Houston;blood
SRR5386144;2014;ceftazidime=S,ceftriaxone=I,piperacillin-tazobactam=R;PDT000875226.1;USA: Houston;respiratory
SRR5386151;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=I;PDT000875233.1;USA: Houston;urine
SRR5386152;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=I;PDT000875234.1;USA: Houston;respiratory
SRR5386155;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875237.1;USA: Houston;respiratory
SRR5386614;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=S;PDT000875681.1;USA: Houston;urine
SRR5386638;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=I;PDT000875705.1;USA: Houston;blood
SRR5386646;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=S;PDT000875713.1;USA: Houston;ABSCESS
SRR5386649;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875716.1;USA: Houston;urine
SRR5386651;2014;ceftazidime=I,ceftriaxone=I,piperacillin-tazobactam=R;PDT000875718.1;USA: Houston;respiratory
SRR5386661;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875728.1;USA: Houston;urine
SRR5386686;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875753.1;USA: Houston;respiratory
SRR5386697;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=S;PDT000875762.1;USA: Houston;urine
SRR5386709;2014;ceftazidime=S,ceftriaxone=I,piperacillin-tazobactam=I;PDT000875774.1;USA: Houston;respiratory
SRR5386742;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=S;PDT000875793.1;USA: Houston;urine
SRR5386766;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=S;PDT000875817.1;USA: Houston;urine
SRR5386778;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875829.1;USA: Houston;urine
SRR5386811;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875862.1;USA: Houston;urine
SRR5386830;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875881.1;USA: Houston;urine
SRR5386839;2014;ceftazidime=R,ceftriaxone=I,piperacillin-tazobactam=S;PDT000875890.1;USA: Houston;blood
SRR5386925;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=S;PDT000875969.1;USA: Houston;urine
SRR5386927;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875971.1;USA: Houston;blood
SRR5386930;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=S;PDT000875974.1;USA: Houston;urine
SRR5386936;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=I;PDT000875980.1;USA: Houston;wound
SRR5386946;2014;ceftazidime=R,ceftriaxone=I,piperacillin-tazobactam=I;PDT000875990.1;USA: Houston;urine
SRR5386965;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000876009.1;USA: Houston;urine
SRR5386977;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=S;PDT000876021.1;USA: Houston;urine
SRR5387355;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000876282.1;USA: Houston;urine
SRR5387362;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=S;PDT000876289.1;USA: Houston;urine
SRR5387364;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=S;PDT000876291.1;USA: Houston;urine
SRR5387375;2014;ceftazidime=S,ceftriaxone=I,piperacillin-tazobactam=R;PDT000876302.1;USA: Houston;urine
SRR5387390;2014;ceftazidime=I,ceftriaxone=I,piperacillin-tazobactam=R;PDT000876317.1;USA: Houston;urine
SRR5387394;2014;ceftazidime=S,ceftriaxone=I,piperacillin-tazobactam=R;PDT000876321.1;USA: Houston;respiratory
SRR5387395;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=I;PDT000876322.1;USA: Houston;HWARE
SRR5387423;2014;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000876350.1;USA: Houston;urine
SRR5387162;2015;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000876089.1;USA: Houston;respiratory
SRR5387175;2015;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000876102.1;USA: Houston;urine
SRR5387184;2015;ceftazidime=S,ceftriaxone=R,piperacillin-tazobactam=S;PDT000876111.1;USA: Houston;blood
SRR5387213;2015;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=I;PDT000876140.1;USA: Houston;ULCER
SRR5387262;2015;ceftazidime=I,ceftriaxone=R,piperacillin-tazobactam=S;PDT000876189.1;USA: Houston;urine
SRR5387270;2015;ceftazidime=I,ceftriaxone=I,piperacillin-tazobactam=R;PDT000876197.1;USA: Houston;urine
SRR5387279;2015;ceftazidime=R,ceftriaxone=I,piperacillin-tazobactam=R;PDT000876206.1;USA: Houston;wound
SRR5387280;2015;ceftazidime=R,ceftriaxone=I,piperacillin-tazobactam=R;PDT000876207.1;USA: Houston;wound
SRR5387289;2015;ceftazidime=S,ceftriaxone=I,piperacillin-tazobactam=R;PDT000876216.1;USA: Houston;blood
SRR3618629;2016;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefazolin=R,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=R,levofloxacin=R,meropenem=R,piperacillin-tazobactam=R,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000133653.2;USA:Boston;abscess
SRR5973256;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431355.1;USA: Houston;urine
SRR5973257;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431356.1;USA: Houston;urine
SRR5973258;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431357.1;USA: Houston;urine
SRR5973260;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431359.1;USA: Houston;TISSU
SRR5973261;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431360.1;USA: Houston;urine
SRR5973262;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431361.1;USA: Houston;urine
SRR5973263;2017;ceftazidime=R,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431362.1;USA: Houston;urine
SRR5973264;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431363.1;USA: Houston;urine
SRR5973271;2017;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000431370.1;USA: Houston;SPUTM
SRR5973277;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431376.1;USA: Houston;urine
SRR5973278;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431377.1;USA: Houston;urine
SRR5973292;2017;ceftazidime=R,ceftriaxone=S,piperacillin-tazobactam=R;PDT000431391.1;USA: Houston;DRAIN
SRR5973295;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431394.1;USA: Houston;urine
SRR5973296;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431395.1;USA: Houston;urine
SRR5973300;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431399.1;USA: Houston;urine
SRR5973301;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=I;PDT000431400.1;USA: Houston;urine
SRR5973302;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431401.1;USA: Houston;urine
SRR5973303;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431402.1;USA: Houston;urine
SRR5973304;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431403.1;USA: Houston;urine
SRR5973305;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431404.1;USA: Houston;urine
SRR5973306;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=I;PDT000431405.1;USA: Houston;urine
SRR5973307;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431406.1;USA: Houston;blood
SRR5973308;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431407.1;USA: Houston;urine
SRR5973309;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431408.1;USA: Houston;urine
SRR5973310;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431409.1;USA: Houston;urine
SRR5973311;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431410.1;USA: Houston;urine
SRR5973314;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431413.1;USA: Houston;urine
SRR5973325;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431424.1;USA: Houston;blood
SRR5973326;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431425.1;USA: Houston;urine
SRR5973327;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431426.1;USA: Houston;urine
SRR5973328;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431427.1;USA: Houston;urine
SRR5973330;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431429.1;USA: Houston;urine
SRR5973331;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431430.1;USA: Houston;urine
SRR5973332;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431431.1;USA: Houston;urine
SRR5973333;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431432.1;USA: Houston;LD
SRR5973334;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431433.1;USA: Houston;urine
SRR5973346;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431445.1;USA: Houston;ABSC
SRR5973347;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431446.1;USA: Houston;urine
SRR5973348;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431447.1;USA: Houston;blood
SRR5973349;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431448.1;USA: Houston;wound
SRR5973350;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431449.1;USA: Houston;urine
SRR5973351;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431450.1;USA: Houston;DRAIN
SRR5973352;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431451.1;USA: Houston;SPUTM
SRR5973353;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431452.1;USA: Houston;urine
SRR5973354;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431453.1;USA: Houston;urine
SRR5973360;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431459.1;USA: Houston;SPUTM
SRR5973361;2017;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000431460.1;USA: Houston;urine
SRR5973362;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431461.1;USA: Houston;urine
SRR5973363;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431462.1;USA: Houston;urine
SRR5973364;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431463.1;USA: Houston;EXUD
SRR5973365;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431464.1;USA: Houston;SPUTM
SRR5973366;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431465.1;USA: Houston;urine
SRR5973367;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431466.1;USA: Houston;urine
SRR5973368;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431467.1;USA: Houston;BRONW
SRR5973370;2017;ceftazidime=S,ceftriaxone=S,piperacillin-tazobactam=S;PDT000431469.1;USA: Houston;urine
